Timestamp,X-Axis-plate,Y-Axis-plate,Z-Axis-plate,X-Axis-extrusion,Y-Axis-extrusion,Z-Axis-extrusion,Tension
1572437371188,-0.176,-0.175,9.618,0.53,0.482,-10.91,346.8
1572437371192,-0.184,-0.17,9.595,0.277,0.15,-9.56,346.3
1572437371198,-0.174,-0.18,9.602,0.75,0.178,-10.101,344.5
1572437371203,-0.192,-0.19,9.602,0.733,-0.293,-9.768,351.4
1572437371206,-0.313,-0.151,9.547,-0.104,1.398,-9.905,347.3
1572437371206,-0.118,-0.151,9.653,0.136,0.172,-9.375,345.7
1572437371206,-0.158,-0.187,9.571,0.24,0.63,-10.346,348.5
1572437371222,-0.206,-0.147,9.59,-0.405,0.855,-9.563,346.1
1572437371222,-0.171,-0.215,9.523,0.812,0.692,-10.102,342.6
1572437371222,-0.195,-0.18,9.576,0.255,0.353,-9.755,345.8
1572437371238,-0.18,-0.186,9.631,0.137,-0.297,-9.848,343.0
1572437371238,-0.198,-0.193,9.6,0.332,0.65,-9.897,345.9
1572437371238,-0.209,-0.185,9.646,0.318,0.825,-9.944,347.0
1572437371254,-0.239,-0.196,9.602,-0.378,0.314,-10.42,346.5
1572437371254,-0.88,-0.94,9.554,-0.664,0.557,-9.54,347.1
1572437371254,-0.89,-0.151,9.625,1.184,-0.191,-9.484,348.4
1572437371269,-0.261,-0.203,9.547,0.61,1.236,-10.244,350.9
1572437371269,-0.197,-0.13,9.607,-0.55,0.251,-9.723,349.2
1572437371269,-0.159,-0.222,9.562,0.769,-0.299,-10.67,349.6
1572437371269,-0.176,-0.183,9.637,0.124,0.488,-9.793,342.3
1572437371285,-0.235,-0.177,9.601,-0.13,0.716,-9.859,342.8
1572437371285,-0.154,-0.204,9.599,0.251,0.574,-10.57,343.0
1572437371285,-0.121,-0.188,9.581,0.329,-0.279,-9.45,343.1
1572437371300,-0.219,-0.232,9.623,-0.256,0.163,-10.83,343.3
1572437371300,-0.181,-0.183,9.657,-0.73,0.913,-10.0,349.6
1572437371300,-0.17,-0.208,9.554,1.91,0.454,-9.622,341.2
1572437371316,-0.211,-0.128,9.659,-0.244,0.83,-9.96,346.7
1572437371316,-0.178,-0.164,9.613,-0.71,-0.2,-9.765,340.5
